external_id,timestamp,amount,currency,counterparty,raw_category_hint
SYN-0000298,2026-01-03T10:55:41+00:00,8338.4,USD,Howard-Jordan,refund
SYN-0000299,2026-01-28T09:46:51+00:00,1716.19,USD,Schmidt PLC,
SYN-0000300,2026-01-11T01:21:20+00:00,5399.57,USD,"Sparks, Jackson and Miller",internal_transfer
SYN-0000301,2026-01-16T22:47:58+00:00,3689.71,USD,Harvey-Allen,refund
SYN-0000302,2026-01-01T03:18:13+00:00,21460.29,USD,"Thomas, Murray and King",
SYN-0000303,2026-01-07T07:27:06+00:00,6267.1,USD,Estrada-Nolan,internal_transfer
SYN-0000304,2026-01-02T06:02:09+00:00,372.49,USD,Santana-Byrd,
SYN-0000305,2026-01-12T13:12:37+00:00,8094.96,USD,Jones LLC,internal_transfer
SYN-0000306,2026-01-03T13:02:57+00:00,18543.21,USD,"Evans, Hayden and Vaughn",
SYN-0000307,2026-01-04T02:03:01+00:00,11207.43,USD,Bruce-Gonzalez,wire
SYN-0000308,2026-01-29T19:40:15+00:00,11300.68,USD,Castaneda-Rodriguez,
SYN-0000309,2026-01-30T20:39:05+00:00,18181.35,USD,Armstrong-Andrews,
SYN-0000310,2026-01-26T07:32:04+00:00,11451.61,USD,"Phillips, Spence and Barrett",
SYN-0000311,2026-01-03T22:52:00+00:00,21182.62,USD,Smith-Grimes,wire
SYN-0000312,2026-01-06T05:47:04+00:00,17810.32,USD,"Beltran, Lozano and Mcgee",wire
SYN-0000313,2026-01-04T22:07:39+00:00,15207.83,USD,Parsons-Hall,
SYN-0000314,2026-01-14T08:25:00+00:00,15827.29,USD,Robinson-Lee,internal_transfer
SYN-0000315,2026-01-16T18:52:06+00:00,24865.7,USD,Byrd-Le,wire
SYN-0000316,2026-01-23T00:37:00+00:00,15136.06,USD,"Becker, Taylor and Davis",internal_transfer
SYN-0000317,2026-01-06T13:18:07+00:00,16368.17,USD,"Lucas, Parker and Alexander",refund
SYN-0000318,2026-01-27T18:21:07+00:00,21637.44,USD,"Diaz, Anderson and Browning",fee
SYN-0000319,2026-01-12T02:12:51+00:00,8473.95,USD,Burgess-Thompson,wire
SYN-0000320,2026-01-21T04:39:47+00:00,2378.05,USD,Buchanan LLC,fee
SYN-0000321,2026-01-13T08:58:05+00:00,23839.86,USD,"Shaw, Nelson and Martin",
SYN-0000322,2026-01-24T00:33:43+00:00,2281.53,USD,Coffey-Phillips,
SYN-0000323,2026-01-21T23:10:21+00:00,18614.98,USD,Brock-Mcdonald,
SYN-0000324,2026-01-07T07:35:43+00:00,1500.46,USD,Taylor and Sons,internal_transfer
SYN-0000325,2026-01-28T06:24:30+00:00,16750.66,USD,"Ramsey, Whitney and Coffey",
SYN-0000326,2026-01-21T12:45:25+00:00,22896.18,USD,"Diaz, Gibbs and Smith",refund
SYN-0000327,2026-01-14T23:06:45+00:00,7811.91,USD,"Martinez, Richardson and Curry",internal_transfer
SYN-0000328,2026-01-25T15:10:42+00:00,3869.1,USD,Richards-Carson,
SYN-0000329,2026-01-06T06:05:00+00:00,21134.49,USD,Rodriguez-Hall,
SYN-0000330,2026-01-14T12:33:19+00:00,5654.75,USD,Harvey PLC,internal_transfer
SYN-0000331,2026-01-28T05:34:20+00:00,20460.85,USD,Herman-Walker,refund
SYN-0000332,2026-01-28T00:38:55+00:00,15225.26,USD,Reid Group,
SYN-0000333,2026-01-13T23:35:57+00:00,4511.22,USD,"Turner, Ortiz and Taylor",
SYN-0000334,2026-01-15T23:59:35+00:00,8776.23,USD,Torres Group,
SYN-0000335,2026-01-07T22:54:00+00:00,16433.96,USD,Davis PLC,internal_transfer
SYN-0000336,2026-01-02T11:43:05+00:00,18653.05,USD,Price LLC,
SYN-0000337,2026-01-21T09:08:25+00:00,8523.06,USD,"Avery, Horton and Fernandez",wire
SYN-0000338,2026-01-16T17:56:00+00:00,23535.24,USD,"Newton, Moore and Perry",refund
SYN-0000339,2026-01-03T13:17:37+00:00,3936.09,USD,Bass PLC,
SYN-0000340,2026-01-04T23:02:57+00:00,11078.38,USD,Crosby-Ramirez,
SYN-0000341,2026-01-30T11:17:41+00:00,10355.18,USD,"Wood, Ramos and Sampson",wire
SYN-0000342,2026-01-25T20:55:36+00:00,8629.98,USD,Garcia-Jennings,
SYN-0000343,2026-01-29T19:03:05+00:00,13173.83,USD,"Winters, Newman and Brown",wire
SYN-0000344,2026-01-11T16:55:21+00:00,24611.16,USD,Lopez-Martinez,wire
SYN-0000345,2026-01-10T22:10:12+00:00,23633.16,USD,Davis-Lewis,
SYN-0000346,2026-01-13T09:42:06+00:00,8203.73,USD,"Harper, Smith and Buchanan",
SYN-0000347,2026-01-21T21:44:58+00:00,not-a-number,USD,Zhang PLC,
SYN-0000348,2026-01-26T20:30:12+00:00,5753.54,USD,Jones PLC,fee
SYN-0000349,2026-01-18T04:38:04+00:00,9927.38,USD,Willis and Sons,
SYN-0000350,2026-01-22T04:13:57+00:00,11494.4,USD,Schroeder-Kramer,
SYN-0000351,2026-01-16T04:44:31+00:00,10732.68,USD,"Smith, Garrison and Thomas",internal_transfer
SYN-0000352,2026-01-21T06:38:55+00:00,2880.22,USD,Fernandez and Sons,
SYN-0000353,2026-01-16T18:22:56+00:00,3092.54,12A,Guerrero Inc,
SYN-0000354,2026-01-05T06:40:43+00:00,21112.26,USD,Smith and Sons,wire
SYN-0000355,2026-01-29T14:05:05+00:00,13099.54,USD,"Morris, Thompson and Williams",wire
SYN-0000356,2026-01-16T01:29:45+00:00,8488.49,USD,"Fisher, Wilson and Brown",fee
SYN-0000357,2026-01-09T03:53:19+00:00,12762.57,USD,Strickland-Palmer,
SYN-0000358,2026-01-25T18:08:13+00:00,22648.16,USD,Hayes and Sons,
SYN-0000359,2026-01-08T04:04:16+00:00,2571.01,USD,"Williams, Logan and Camacho",
SYN-0000360,2026-01-09T10:08:27+00:00,3822.59,USD,"Turner, Schneider and Johnson",internal_transfer
SYN-0000361,2026-01-04T15:47:34+00:00,23782.35,USD,Boone-Simmons,
SYN-0000362,2026-01-23T12:32:40+00:00,14093.82,USD,Henry Group,refund
SYN-0000363,2026-01-28T09:40:50+00:00,15882.82,USD,Lam LLC,fee
SYN-0000364,2026-01-16T08:19:42+00:00,10994.63,USD,"Hernandez, Martinez and Weber",
SYN-0000365,2026-01-15T16:48:40+00:00,6867.57,USD,"Kelley, Nguyen and Vang",refund
SYN-0000366,2026-01-25T15:05:25+00:00,7760.89,USD,"Phillips, Wagner and Jordan",
SYN-0000367,2026-01-03T18:16:54+00:00,20792.58,USD,"Wilson, Pena and Rich",
SYN-0000368,2026-01-05T09:12:10+00:00,14852.4,USD,"Le, Lewis and Hayes",internal_transfer
SYN-0000369,2026-01-29T04:07:57+00:00,23855.83,USD,Gutierrez Group,internal_transfer
SYN-0000370,2026-01-02T23:47:41+00:00,22726.34,USD,Perry-Davis,wire
SYN-0000371,2026-01-10T03:18:53+00:00,15125.54,USD,Edwards-Scott,
SYN-0000372,2026-01-04T00:05:17+00:00,2588.44,USD,Mcdaniel Group,wire
SYN-0000373,2026-01-17T16:08:02+00:00,2109.14,USD,Davis Inc,fee
SYN-0000374,2026-01-02T21:36:13+00:00,17690.83,USD,Reynolds Ltd,
SYN-0000375,2026-01-26T10:35:02+00:00,15245.53,USD,"Watson, Anderson and Brown",internal_transfer
SYN-0000376,2026-01-14T17:35:41+00:00,10219.83,USD,"Hoffman, Santiago and Jenkins",wire
SYN-0000377,2026-01-30T00:35:15+00:00,19730.88,USD,"Pugh, Henderson and Moon",
SYN-0000378,2026-01-04T04:47:34+00:00,2363.55,USD,Schmitt PLC,
SYN-0000379,2026-01-14T19:03:18+00:00,18093.62,USD,Bell-Lane,
SYN-0000380,2026-01-30T06:11:50+00:00,3760.18,USD,Moore Group,refund
SYN-0000381,2026-01-07T20:46:33+00:00,7756.48,USD,Boone LLC,
SYN-0000382,2026-01-20T00:39:50+00:00,14876.44,USD,"Richardson, Farmer and Andrews",
SYN-0000383,2026-01-16T00:41:20+00:00,9417.61,USD,Bruce-Villegas,internal_transfer
SYN-0000384,2026-01-07T04:53:25+00:00,17571.07,USD,"Austin, Day and Johnson",fee
SYN-0000385,2026-01-26T13:17:33+00:00,16150.97,USD,"Gallegos, Adams and White",
SYN-0000386,2026-01-18T13:33:37+00:00,9065.58,USD,"Farmer, Dorsey and Bell",
SYN-0000387,2026-01-11T09:33:09+00:00,23691.76,USD,Kane PLC,
SYN-0000388,2026-01-11T23:56:30+00:00,3874.47,USD,"Morales, Thomas and Schultz",
SYN-0000389,2026-01-05T21:50:15+00:00,19272.1,USD,Davis PLC,internal_transfer
SYN-0000390,2026-01-26T13:27:13+00:00,16548.57,USD,Bennett Group,
SYN-0000391,2026-01-07T08:40:59+00:00,9418.62,USD,Moore-Collins,internal_transfer
SYN-0000392,2026-01-09T00:52:01+00:00,10942.4,USD,Frank-Bradley,fee
SYN-0000393,2026-01-12T12:44:33+00:00,15265.27,USD,Ware and Sons,wire
SYN-0000394,2026-01-22T19:02:20+00:00,13350.74,USD,Webster Inc,
SYN-0000395,2026-01-23T18:26:34+00:00,4851.21,USD,"Miller, Ramos and Coleman",refund
SYN-0000396,2026-01-28T16:35:12+00:00,11542.54,USD,"Ramos, Nelson and Fischer",wire
SYN-0000397,2026-01-19T12:54:49+00:00,13186.97,USD,Reed Inc,internal_transfer
SYN-0000398,2026-01-10T16:39:52+00:00,15116.98,USD,Gregory-Watkins,refund
SYN-0000399,2026-01-03T12:47:37+00:00,12015.29,USD,"Estrada, Williams and Foster",fee
SYN-0000400,2026-01-05T23:31:32+00:00,21147.46,USD,"Brown, Harris and Dougherty",fee
SYN-0000401,2026-01-14T20:07:20+00:00,19078.16,USD,Duran LLC,
SYN-0000402,2026-01-25T22:05:57+00:00,20776.34,USD,Wilson-Jimenez,
SYN-0000403,2026-01-11T18:41:34+00:00,11278.75,USD,Thompson-James,refund
SYN-0000404,2026-01-02T07:04:22+00:00,1332.37,USD,"Hall, Hansen and Barnett",wire
SYN-0000405,2026-01-12T10:42:04+00:00,24863.14,USD,Jones-Hensley,wire
SYN-0000406,2026-01-02T08:50:27+00:00,23270.72,USD,Graham Group,
SYN-0000407,2026-01-17T06:38:29+00:00,3652.09,USD,Atkins PLC,refund
SYN-0000408,2026-01-23T22:26:59+00:00,3795.41,usd,Berry-Mckinney,
SYN-0000409,2026-01-01T06:07:05+00:00,476.08,USD,Roberts-Sullivan,
SYN-0000410,2026-01-08T06:12:10+00:00,23505.71,USD,Jackson-Meza,internal_transfer
SYN-0000411,2026-01-21T13:07:39+00:00,19404.54,USD,Collier-Gillespie,
SYN-0000412,2026-01-06T21:57:49+00:00,5961.75,USD,Kim Inc,
SYN-0000413,2026-01-23T04:34:33+00:00,2772.34,USD,Graham Group,
SYN-0000414,2026-01-29T23:15:04+00:00,411.87,USD,"Miller, Harrell and Reese",internal_transfer
SYN-0000415,2026-01-12T17:52:42+00:00,3590.28,USD,Cook and Sons,fee
SYN-0000416,2026-01-30T20:18:18+00:00,6014.87,USD,Dixon Inc,
SYN-0000417,2026-01-05T03:44:50+00:00,24366.39,USD,"Hicks, Bullock and Bailey",internal_transfer
SYN-0000418,2026-01-26T12:54:13+00:00,12683.69,USD,"Mullen, Brewer and Hernandez",internal_transfer
SYN-0000419,2026-01-27T21:38:01+00:00,9761.95,USD,Thomas and Sons,
SYN-0000420,2026-01-19T18:44:57+00:00,6342.0,USD,Morrison Ltd,
SYN-0000421,2026-01-04T06:42:45+00:00,53064.00,USD,,
SYN-0000422,2026-01-29T05:57:59+00:00,18917.22,USD,Thompson Ltd,fee
SYN-0000423,2026-01-18T02:27:29+00:00,8464.34,USD,Marshall-Elliott,internal_transfer
SYN-0000424,2026-01-23T13:19:29+00:00,11963.8,USD,"Cole, Glass and Cunningham",fee
SYN-0000425,2026-01-07T13:06:52+00:00,17901.41,USD,"Downs, Morris and Maddox",
SYN-0000426,2026-01-02T19:05:21+00:00,5040.57,USD,Hernandez-Jones,
SYN-0000427,2026-01-03T00:49:26+00:00,23334.34,USD,Welch-Hogan,
SYN-0000428,2026-01-27T08:40:35+00:00,6333.59,USD,"Brown, Romero and Collins",wire
SYN-0000429,2026-01-10T06:39:05+00:00,8925.0,USD,Johnson-Wood,
SYN-0000430,2026-01-17T02:43:13+00:00,3112.75,USD,Jones-Lin,
SYN-0000431,2026-01-20T10:03:32+00:00,10993.98,USD,Gilbert PLC,fee
SYN-0000432,2026-01-17T11:00:22+00:00,12405.58,USD,Ford-Spencer,
SYN-0000433,2026-01-26T05:00:00+00:00,20028.9,USD,"Huang, Cole and Pacheco",
SYN-0000434,2026-01-04T19:57:23+00:00,15061.73,USD,"Lopez, Jacobs and Mason",wire
SYN-0000435,2026-01-27T11:31:25+00:00,8030.96,USD,Hayes LLC,
SYN-0000436,2026-01-15T08:26:43+00:00,11148.45,USD,"Miller, Lucas and Williams",
SYN-0000437,2026-01-09T02:09:18+00:00,11098.27,USD,"Kim, Gonzales and Mills",fee
SYN-0000438,2026-01-18T02:45:40+00:00,24953.77,USD,Cox LLC,internal_transfer
SYN-0000439,2026-01-03T18:49:37+00:00,16779.93,USD,Ortiz-Morgan,
SYN-0000440,2026-01-25T21:47:18+00:00,18747.7,USD,"Williams, Mccoy and Cook",refund
SYN-0000441,2026-01-02T12:16:53+00:00,21216.88,USD,Davis-Gregory,
SYN-0000442,2026-01-22T06:30:30+00:00,3156.62,USD,King-York,
SYN-0000443,2026-01-18T18:48:12+00:00,9571.98,USD,"Marks, Cook and Aguilar",
SYN-0000444,2026-01-30T08:59:11+00:00,16976.87,USD,Rangel LLC,
SYN-0000445,2026-01-19T01:25:37+00:00,19077.35,USD,"Hale, Myers and Larson",wire
SYN-0000446,2026-01-26T16:51:55+00:00,9951.45,USD,Collins Group,
SYN-0000447,2026-01-13T02:49:07+00:00,648.81,USD,"Conner, Li and Santiago",
SYN-0000448,2026-01-26T03:13:01+00:00,22838.65,USD,"Osborn, Gaines and Davis",wire
SYN-0000449,2026-01-13T15:15:34+00:00,11157.38,USD,"Henderson, Cox and Cox",fee
SYN-0000450,2026-01-14T20:43:16+00:00,22912.06,USD,Bean LLC,fee
SYN-0000451,2026-01-06T22:52:58+00:00,21320.8,USD,Lee-Cooke,
SYN-0000452,2026-01-22T14:35:31+00:00,20263.02,USD,Jones Inc,
SYN-0000453,2026-01-16T12:20:48+00:00,8686.28,USD,"Wise, Conley and Stephenson",fee
SYN-0000454,2026-01-27T07:40:31+00:00,22283.4,USD,Stanley PLC,
SYN-0000455,2026-01-09T10:49:50+00:00,9037.94,USD,Harper and Sons,refund
SYN-0000456,2026-01-10T18:09:32+00:00,3472.78,USD,White Ltd,refund
SYN-0000457,2026-01-02T06:37:23+00:00,13850.98,USD,"Lamb, Martin and Kim",
SYN-0000458,2026-01-27T18:42:54+00:00,15299.1,USD,Diaz-Ball,
SYN-0000459,2026-01-16T00:20:59+00:00,24989.88,USD,Bishop-Goodwin,wire
SYN-0000460,2026-01-26T12:28:47+00:00,19229.34,USD,Young-Allen,wire
SYN-0000461,2026-01-04T13:55:32+00:00,24309.52,USD,Mckee-Lee,
SYN-0000462,2026-01-22T20:15:29+00:00,17003.04,USD,"Valentine, Joyce and Murray",wire
SYN-0000463,2026-01-27T18:18:54+00:00,14695.06,USD,Strickland-Shaw,fee
SYN-0000464,2026-01-07T06:20:03+00:00,12572.09,USD,Burch-Montoya,wire
SYN-0000465,2026-01-07T00:39:29+00:00,3826.23,USD,"Taylor, Wright and Davidson",internal_transfer
SYN-0000466,2026-01-16T15:55:37+00:00,5637.53,USD,Spencer-Garcia,fee
SYN-0000467,2026-01-26T04:33:35+00:00,21148.5,USD,"Rosales, Mitchell and Hines",
SYN-0000468,2026-01-27T17:46:36+00:00,3130.13,USD,Cole-Palmer,
SYN-0000469,2026-01-26T21:32:49+00:00,12564.83,USD,Davis-Lozano,
SYN-0000470,2026-01-29T04:30:07+00:00,4280.84,USD,Wilkerson-Arias,
SYN-0000471,2026-01-30T09:02:16+00:00,21063.41,USD,Brown-Shaw,
SYN-0000472,2026-01-02T09:03:27+00:00,1137.5,USD,Hughes Inc,
SYN-0000473,2026-01-28T23:59:13+00:00,16278.6,USD,Walker-Flores,
SYN-0000474,2026-01-21T05:21:31+00:00,15975.14,USD,Combs Ltd,internal_transfer
SYN-0000475,2026-01-27T11:38:37+00:00,16048.04,USD,Moody-Taylor,
SYN-0000476,2026-01-12T21:18:12+00:00,20183.93,USD,Lowery-Kennedy,refund
SYN-0000477,2026-01-23T00:25:01+00:00,17215.65,USD,Blake Group,
SYN-0000478,2026-01-21T04:14:03+00:00,11611.59,USD,Gilbert-Bullock,wire
SYN-0000479,2026-01-07T23:23:10+00:00,21537.27,USD,Scott and Sons,
SYN-0000480,2026-01-17T18:23:09+00:00,3270.02,USD,"Bentley, Lynch and Henderson",wire
SYN-0000481,2026-01-28T06:22:15+00:00,7978.58,USD,Young-Martinez,
SYN-0000482,2026-01-13T23:37:37+00:00,6198.72,USD,Barnes PLC,wire
SYN-0000483,2026-01-15T02:07:17+00:00,21604.23,USD,Brown-Copeland,wire
SYN-0000484,2026-01-08T18:03:48+00:00,8186.57,USD,Carlson-Smith,refund
SYN-0000485,2026-01-16T04:20:21+00:00,19078.27,USD,"Andrews, Higgins and Carter",
SYN-0000486,2026-01-25T23:41:52+00:00,12469.49,USD,Mendez and Sons,wire
SYN-0000487,2026-01-02T03:00:08+00:00,23630.87,USD,"Butler, Beck and Miller",
SYN-0000488,2026-01-12T16:28:09+00:00,14584.02,USD,Jones-Fox,
SYN-0000489,2026-01-14T15:48:14+00:00,14938.37,USD,"Hartman, Romero and Smith",wire
SYN-0000490,2026-01-23T20:16:24+00:00,13417.73,USD,Williams-Hughes,
SYN-0000491,2026-01-21T22:04:02+00:00,22061.51,USD,King-Smith,
SYN-0000492,2026-01-20T13:49:30+00:00,1132.01,USD,Cooper Ltd,
SYN-0000493,2026-01-28T06:33:50+00:00,9063.73,USD,"Fuller, Ingram and Moss",
SYN-0000494,2026-01-19T18:07:44+00:00,11259.41,USD,Anderson-Bell,internal_transfer
SYN-0000495,2026-01-30T15:55:00+00:00,3217.46,USD,Li-Thompson,
SYN-0000496,2026-01-19T02:48:27+00:00,24669.7,USD,"Marshall, Dominguez and Welch",refund
SYN-0000497,2026-01-18T17:57:44+00:00,3607.54,USD,Brown Group,refund
SYN-0000498,2026-01-20T11:38:59+00:00,1007.33,USD,Carter Inc,internal_transfer
SYN-0000499,2026-01-17T04:01:13+00:00,39950.00,USD,,
SYN-0000500,2026-01-26T00:36:27+00:00,8199.82,USD,Blackwell LLC,
SYN-0000501,2026-01-08T21:19:42+00:00,24765.4,USD,Robertson-Hays,wire
SYN-0000502,2026-01-15T12:37:59+00:00,8410.0,USD,"Kennedy, Johnson and Lucas",internal_transfer
SYN-0000503,2026-01-26T20:13:15+00:00,17718.79,USD,Kelly-Norman,wire
SYN-0000504,2026-01-01T19:23:00+00:00,8281.66,USD,"Rivera, Martinez and Richardson",
SYN-0000505,2026-01-21T05:18:16+00:00,7692.64,USD,Paul-Kline,internal_transfer
SYN-0000506,2026-01-02T07:02:46+00:00,11865.28,USD,Morgan-Lopez,internal_transfer
SYN-0000507,2026-01-29T01:58:17+00:00,5689.35,USD,"Jimenez, Glass and Stone",internal_transfer
SYN-0000508,2026-01-24T07:45:48+00:00,13106.28,USD,Acosta Inc,
SYN-0000509,2026-01-19T10:57:13+00:00,20541.71,USD,Morrison-Short,
SYN-0000510,2026-01-28T19:05:33+00:00,2748.28,USD,"Carter, Garcia and Murphy",fee
SYN-0000511,2026-01-16T05:28:41+00:00,55253.00,USD,,
SYN-0000512,2026-01-25T08:39:43+00:00,15287.34,USD,Parker-Morrison,refund
SYN-0000513,2026-01-04T00:33:46+00:00,3452.92,USD,Jackson-Wallace,fee
SYN-0000514,2026-01-16T18:42:36+00:00,11959.8,USD,Williams-Berg,fee
SYN-0000515,2026-01-09T09:46:19+00:00,22803.19,USD,Mendez-Graham,wire
SYN-0000516,2026-01-18T04:46:27+00:00,19299.97,USD,"Whitney, Gould and Jones",fee
SYN-0000517,2026-01-13T20:00:15+00:00,12105.02,USD,"Sullivan, Palmer and Brady",internal_transfer
SYN-0000518,2026-01-14T13:03:57+00:00,7463.18,USD,Cisneros and Sons,internal_transfer
SYN-0000519,2026-01-15T10:44:45+00:00,7225.81,USD,"Gregory, Kim and Martinez",refund
SYN-0000520,2026-01-24T17:43:47+00:00,11995.61,USD,Osborne LLC,
SYN-0000521,2026-01-14T06:36:04+00:00,3047.73,USD,Reyes-Bradley,
SYN-0000522,2026-01-19T10:22:32+00:00,20459.62,USD,"Hernandez, Cole and Watson",wire
SYN-0000523,2026-01-08T02:39:25+00:00,1052.62,USD,Hines-Berry,
SYN-0000524,2026-01-04T20:04:33+00:00,23100.32,USD,"Richardson, Edwards and Ramirez",
SYN-0000525,2026-01-24T06:10:04+00:00,5052.5,USD,Johnson and Sons,
SYN-0000526,2026-01-28T06:47:54+00:00,6791.27,USD,Holmes-Mcintyre,fee
SYN-0000527,2026-01-29T11:42:25+00:00,6062.21,USD,Green LLC,
SYN-0000528,2026-01-26T18:42:29+00:00,15948.98,USD,"Griffin, Davies and Mitchell",
SYN-0000529,2026-01-21T01:31:51+00:00,17934.23,USD,Gonzalez-Taylor,
SYN-0000530,2026-01-07T16:09:38+00:00,24113.0,USD,Hayes Ltd,
SYN-0000531,2026-01-08T16:00:52+00:00,16322.67,USD,Osborn-Cochran,wire
SYN-0000532,2026-01-24T02:13:48+00:00,16263.82,USD,Contreras-Mckinney,wire
SYN-0000533,2026-01-14T22:39:53+00:00,7136.1,USD,"Daniels, Vance and York",
SYN-0000534,2026-01-05T08:13:45+00:00,14353.76,USD,"Mckinney, Graves and Thompson",fee
SYN-0000535,2026-01-02T19:27:20+00:00,10447.71,USD,Hicks-Martinez,
SYN-0000536,2026-01-02T18:20:20+00:00,9925.47,USD,Conner and Sons,refund
SYN-0000537,2026-01-15T01:15:12+00:00,232.67,USD,Johnson-Spencer,
SYN-0000538,2026-01-06T05:00:51+00:00,7114.76,USD,Mcdonald-Bird,
SYN-0000539,2026-01-27T08:59:27+00:00,12348.32,USD,Salazar Inc,internal_transfer
SYN-0000540,2026-01-25T11:27:01+00:00,6821.65,USD,Parker Ltd,wire
SYN-0000541,2026-01-17T01:16:29+00:00,18278.25,USD,"Mendoza, Jenkins and Ortiz",
SYN-0000542,2026-01-10T00:56:15+00:00,18415.71,USD,"Jones, Compton and Day",
SYN-0000543,2026-01-28T13:30:47+00:00,18932.31,USD,Owens-Holmes,fee
SYN-0000544,2026-01-20T16:25:49+00:00,10693.15,USD,Humphrey PLC,refund
SYN-0000545,2026-01-20T11:00:16+00:00,2385.53,USD,"Matthews, Saunders and Anderson",fee
SYN-0000546,2026-01-24T04:16:27+00:00,23395.7,USD,"Bartlett, Brown and Martinez",
SYN-0000547,2026-01-19T14:53:47+00:00,not-a-number,USD,Torres and Sons,
SYN-0000548,2026-01-13T23:04:15+00:00,7549.34,USD,Donovan-Perez,
SYN-0000549,2026-01-01T13:19:24+00:00,16342.43,USD,"Jacobson, Singleton and King",
SYN-0000550,2026-01-04T00:22:48+00:00,2956.5,USD,"Huber, Hill and Weber",fee
SYN-0000551,2026-01-20T16:20:40+00:00,12563.51,USD,"Ferguson, Shaw and Jackson",fee
SYN-0000552,2026-01-16T02:18:56+00:00,2936.28,USD,"Moore, Hopkins and Le",fee
SYN-0000553,2026-01-15T07:44:37+00:00,15366.02,USD,"Morgan, Bradshaw and Williams",
SYN-0000554,2026-01-07T11:37:08+00:00,3830.49,USD,Miller Ltd,wire
SYN-0000555,2026-01-30T09:44:13+00:00,10396.72,USD,"Baker, Clark and Armstrong",
SYN-0000556,2026-01-23T20:33:16+00:00,13438.4,USD,"Fowler, Jimenez and Burton",refund
SYN-0000557,2026-01-11T14:28:04+00:00,6187.39,USD,May-Turner,refund
SYN-0000558,2026-01-04T23:23:08+00:00,11169.25,USD,Ballard Ltd,internal_transfer
SYN-0000559,2026-01-04T18:59:46+00:00,2806.11,USD,Evans-Jones,internal_transfer
SYN-0000560,2026-01-25T12:56:06+00:00,14317.97,USD,Moore Group,
SYN-0000561,2026-01-16T22:17:05+00:00,13009.02,USD,Marshall-Peterson,refund
SYN-0000562,2026-01-10T23:18:36+00:00,14579.11,USD,Edwards Ltd,fee
SYN-0000563,2026-01-25T18:37:49+00:00,20217.49,USD,Gross-Valencia,wire
SYN-0000564,2026-01-25T21:58:37+00:00,11420.51,USD,Anderson-Wood,wire
SYN-0000565,2026-01-23T10:42:35+00:00,20173.08,USD,"Rodriguez, Allen and Martinez",fee
SYN-0000566,2026-01-20T05:18:49+00:00,20411.51,USD,Wright-Davis,
SYN-0000567,2026-01-29T01:46:53+00:00,1133.2,USD,Dougherty-Lin,
SYN-0000568,2026-01-04T02:17:08+00:00,24853.1,USD,Wright-Grimes,internal_transfer
SYN-0000569,2026-01-04T08:24:47+00:00,794.34,USD,Li PLC,wire
SYN-0000570,2026-01-07T13:47:09+00:00,16038.48,USD,"Edwards, Hines and Jimenez",refund
SYN-0000571,2026-01-21T09:45:25+00:00,24821.42,USD,"Owens, Koch and Jimenez",
SYN-0000572,2026-01-19T07:48:54+00:00,2007.17,USD,Landry PLC,wire
SYN-0000573,2026-01-27T04:19:49+00:00,16338.7,USD,Levy-Lewis,
SYN-0000574,2026-01-09T15:56:12+00:00,9827.07,USD,Williams-Campbell,internal_transfer
SYN-0000575,2026-01-11T19:27:10+00:00,87.83,USD,"Khan, Pena and Ruiz",refund
SYN-0000576,2026-01-15T11:37:05+00:00,2724.5,12A,"Smith, Rodriguez and Anderson",
SYN-0000577,2026-01-12T03:34:40+00:00,11516.17,USD,Luna-Gallagher,
SYN-0000578,2026-01-10T03:35:44+00:00,19137.48,USD,Williams-Williams,fee
SYN-0000579,2026-01-21T08:27:02+00:00,4419.36,US,"Lee, Tran and Jones",
SYN-0000580,2026-01-04T06:23:58+00:00,14849.01,USD,"Cole, Pierce and Bryan",
SYN-0000581,2026-01-03T08:42:43+00:00,18513.79,USD,"Becker, Wilson and Hester",
SYN-0000582,2026-01-12T09:01:30+00:00,5432.51,USD,Brooks-Hatfield,internal_transfer
SYN-0000583,2026-01-03T17:45:43+00:00,12597.89,USD,"Mcmillan, Fischer and Gonzalez",
SYN-0000584,2026-01-28T23:13:01+00:00,14437.29,USD,"Morales, Williams and Williams",
SYN-0000585,2026-01-16T13:36:06+00:00,7544.81,USD,"Cook, Wells and Bryant",
SYN-0000586,2026-01-26T07:18:05+00:00,10339.59,USD,"Barry, Taylor and Velazquez",
SYN-0000587,2026-01-28T00:37:25+00:00,21992.97,USD,Martin-Ewing,internal_transfer
SYN-0000588,2026-01-21T17:43:29+00:00,12391.02,USD,"Kirby, Wheeler and Romero",internal_transfer
SYN-0000589,2026-01-19T12:04:38+00:00,13112.05,USD,"Patel, Erickson and Evans",refund
SYN-0000590,2026-01-20T19:39:23+00:00,7497.91,USD,Richardson Ltd,
SYN-0000591,2026-01-27T02:43:54+00:00,6024.96,USD,Whitney PLC,wire
SYN-0000592,2026-01-08T00:10:55+00:00,11576.17,USD,Robles-Swanson,refund
SYN-0000593,2026-01-21T00:48:14+00:00,13932.61,USD,"Soto, Carlson and Baker",wire
SYN-0000594,2026-01-12T18:57:02+00:00,5084.21,USD,"Patton, Parsons and Lane",
SYN-0000595,2026-01-22T20:02:22+00:00,9277.57,USD,"Williams, Castillo and Warren",refund
SYN-0000596,2026-01-10T05:55:37+00:00,6712.27,USD,"Harvey, Randall and Hernandez",
SYN-0000597,2026-01-30T06:27:18+00:00,21840.64,USD,"Allen, Armstrong and Graves",
